代码,名称,"最新收盘价(元,CNY)","总市值(亿元,CNY)","流通市值(亿元,CNY)",交易状态,最新收盘价日期,上市日期,省份,证监会行业,Wind行业,证券类型,上市板,上市交易所
002067.SZ,景兴纸业,4.37,48.5595,42.60317,正常交易,2019-04-11,2006-09-15,浙江省,CSRC造纸及纸制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002068.SZ,黑猫股份,6.95,50.5309,42.18646,正常交易,2019-04-11,2006-09-15,江西省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002069.SZ,獐子岛,4.67,33.2089,32.16209,正常交易,2019-04-11,2006-09-28,辽宁省,CSRC渔业,Wind食品、饮料与烟草,A股,中小企业板,深圳证券交易所
002070.SZ,*ST众和,3.92,24.9021,22.20814,暂停上市,2018-05-14,2006-10-12,福建省,CSRC纺织业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002071.SZ,长城影视,5.40,28.3732,27.99502,正常交易,2019-04-11,2006-10-12,江苏省,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ,A股,中小企业板,深圳证券交易所
002072.SZ,凯瑞德,7.09,12.4784,11.99221,正常交易,2019-04-11,2006-10-18,山东省,CSRC互联网和相关服务,Wind软件与服务,A股,中小企业板,深圳证券交易所
002073.SZ,软控股份,6.05,56.5062,49.54595,正常交易,2019-04-11,2006-10-18,山东省,CSRC专用设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002074.SZ,国轩高科,16.01,181.9778,162.05427,正常交易,2019-04-11,2006-10-18,江苏省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002075.SZ,沙钢股份,9.74,214.9396,214.93947,正常交易,2019-04-11,2006-10-25,江苏省,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002076.SZ,雪莱特,4.26,33.1386,18.97290,正常交易,2019-04-11,2006-10-25,广东省,CSRC电气机械及器材制造业,Wind耐用消费品与服装,A股,中小企业板,深圳证券交易所
002077.SZ,大港股份,6.82,39.5798,36.26303,正常交易,2019-04-11,2006-11-16,江苏省,CSRC房地产业,Wind房地产Ⅱ,A股,中小企业板,深圳证券交易所
002078.SZ,太阳纸业,8.13,210.6931,207.38895,正常交易,2019-04-11,2006-11-16,山东省,CSRC造纸及纸制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002079.SZ,苏州固锝,7.37,53.6515,53.52153,正常交易,2019-04-11,2006-11-16,江苏省,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,中小企业板,深圳证券交易所
002080.SZ,中材科技,13.34,172.2013,85.37600,正常交易,2019-04-11,2006-11-20,江苏省,CSRC非金属矿物制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002081.SZ,金螳螂,11.57,309.6605,298.06193,正常交易,2019-04-11,2006-11-20,江苏省,CSRC建筑装饰和其他建筑业,Wind资本货物,A股,中小企业板,深圳证券交易所
002082.SZ,万邦德,11.50,27.3700,27.37000,正常交易,2019-04-11,2006-11-20,浙江省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002083.SZ,孚日股份,6.25,56.7500,54.06735,正常交易,2019-04-11,2006-11-24,山东省,CSRC纺织业,Wind耐用消费品与服装,A股,中小企业板,深圳证券交易所
002084.SZ,海鸥住工,5.58,28.2567,27.78365,正常交易,2019-04-11,2006-11-24,广东省,CSRC金属制品业,Wind资本货物,A股,中小企业板,深圳证券交易所
002085.SZ,万丰奥威,9.07,198.3500,191.71581,正常交易,2019-04-11,2006-11-28,浙江省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,中小企业板,深圳证券交易所
002086.SZ,ST东海洋,6.16,46.5912,29.29802,正常交易,2019-04-11,2006-11-28,山东省,CSRC渔业,Wind食品、饮料与烟草,A股,中小企业板,深圳证券交易所
002087.SZ,新野纺织,4.57,37.3275,37.27469,正常交易,2019-04-11,2006-11-30,河南省,CSRC纺织业,Wind耐用消费品与服装,A股,中小企业板,深圳证券交易所
002088.SZ,鲁阳节能,12.81,46.3668,39.78445,正常交易,2019-04-11,2006-11-30,山东省,CSRC非金属矿物制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002089.SZ,新海宜,5.18,71.2079,48.50507,正常交易,2019-04-11,2006-11-30,江苏省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002090.SZ,金智科技,21.70,51.6032,50.22835,正常交易,2019-04-11,2006-12-08,江苏省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002091.SZ,江苏国泰,7.77,122.0491,75.54232,正常交易,2019-04-11,2006-12-08,江苏省,CSRC批发业,Wind资本货物,A股,中小企业板,深圳证券交易所
002092.SZ,中泰化学,10.55,226.4504,214.63800,正常交易,2019-04-11,2006-12-08,新疆维吾尔自治区,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002093.SZ,国脉科技,9.56,96.3170,93.09910,正常交易,2019-04-11,2006-12-15,福建省,CSRC软件和信息技术服务业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002094.SZ,青岛金王,7.05,48.8249,42.50225,正常交易,2019-04-11,2006-12-15,山东省,CSRC化学原料及化学制品制造业,Wind家庭与个人用品,A股,中小企业板,深圳证券交易所
002095.SZ,生意宝,32.00,80.8704,80.52419,正常交易,2019-04-11,2006-12-15,浙江省,CSRC互联网和相关服务,Wind软件与服务,A股,中小企业板,深圳证券交易所
002096.SZ,南岭民爆,7.38,27.4010,27.35818,正常交易,2019-04-11,2006-12-22,湖南省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002097.SZ,山河智能,7.34,79.8672,61.78906,正常交易,2019-04-11,2006-12-22,湖南省,CSRC专用设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002098.SZ,浔兴股份,10.93,39.1294,39.12940,正常交易,2019-04-11,2006-12-22,福建省,CSRC其他制造业,Wind耐用消费品与服装,A股,中小企业板,深圳证券交易所
002099.SZ,海翔药业,10.33,167.2241,166.30170,正常交易,2019-04-11,2006-12-26,浙江省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,中小企业板,深圳证券交易所
002100.SZ,天康生物,9.24,89.0195,89.01950,正常交易,2019-04-11,2006-12-26,新疆维吾尔自治区,CSRC农副食品加工业,Wind食品、饮料与烟草,A股,中小企业板,深圳证券交易所
002101.SZ,广东鸿图,9.74,51.8522,41.45456,正常交易,2019-04-11,2006-12-29,广东省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,中小企业板,深圳证券交易所
002102.SZ,ST冠福,2.30,60.5782,45.80523,正常交易,2019-04-11,2006-12-29,福建省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,中小企业板,深圳证券交易所
002103.SZ,广博股份,5.80,31.6462,21.71046,正常交易,2019-04-11,2007-01-10,浙江省,CSRC商务服务业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002104.SZ,恒宝股份,7.80,55.5382,47.04222,正常交易,2019-04-11,2007-01-10,江苏省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002105.SZ,信隆健康,5.46,20.1201,20.12010,正常交易,2019-04-11,2007-01-12,广东省,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind耐用消费品与服装,A股,中小企业板,深圳证券交易所
002106.SZ,莱宝高科,8.65,61.0531,60.88341,正常交易,2019-04-11,2007-01-12,广东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002107.SZ,沃华医药,9.13,32.9370,31.79951,正常交易,2019-04-11,2007-01-24,山东省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,中小企业板,深圳证券交易所
002108.SZ,沧州明珠,5.18,73.4485,73.44847,正常交易,2019-04-11,2007-01-24,河北省,CSRC橡胶和塑料制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002109.SZ,兴化股份,4.73,49.8043,25.77795,正常交易,2019-04-11,2007-01-26,陕西省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002110.SZ,三钢闽光,19.03,311.0233,118.41932,正常交易,2019-04-11,2007-01-26,福建省,CSRC黑色金属冶炼及压延加工,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002111.SZ,威海广泰,13.72,52.3867,44.89663,正常交易,2019-04-11,2007-01-26,山东省,CSRC专用设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002112.SZ,三变科技,8.66,17.4586,15.91730,正常交易,2019-04-11,2007-02-08,浙江省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002113.SZ,ST天润,3.54,54.2573,29.19853,正常交易,2019-04-11,2007-02-08,湖南省,CSRC互联网和相关服务,Wind软件与服务,A股,中小企业板,深圳证券交易所
002114.SZ,罗平锌电,9.36,30.2698,30.26807,正常交易,2019-04-11,2007-02-15,云南省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002115.SZ,三维通信,12.40,68.6414,50.39334,正常交易,2019-04-11,2007-02-15,浙江省,CSRC计算机、通信和其他电子设备制造业,Wind媒体Ⅱ,A股,中小企业板,深圳证券交易所
002116.SZ,中国海诚,12.75,53.2477,52.94003,正常交易,2019-04-11,2007-02-15,上海,CSRC专业技术服务业,Wind资本货物,A股,中小企业板,深圳证券交易所
002117.SZ,东港股份,20.74,75.4475,75.42324,正常交易,2019-04-11,2007-03-02,山东省,CSRC印刷和记录媒介复制业,Wind商业和专业服务,A股,中小企业板,深圳证券交易所
002118.SZ,紫鑫药业,14.69,188.1436,150.60649,正常交易,2019-04-11,2007-03-02,吉林省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,中小企业板,深圳证券交易所
002119.SZ,康强电子,11.69,33.7467,33.04705,正常交易,2019-04-11,2007-03-02,浙江省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002120.SZ,韵达股份,38.97,667.4644,121.73090,正常交易,2019-04-11,2007-03-06,浙江省,CSRC邮政业,Wind运输,A股,中小企业板,深圳证券交易所
002121.SZ,科陆电子,6.28,88.4443,56.87277,正常交易,2019-04-11,2007-03-06,广东省,CSRC仪器仪表制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002122.SZ,*ST天马,3.02,35.8776,35.76437,正常交易,2019-04-11,2007-03-28,浙江省,CSRC通用设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002123.SZ,梦网集团,13.20,107.0001,85.19783,正常交易,2019-04-11,2007-03-28,辽宁省,CSRC软件和信息技术服务业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002124.SZ,天邦股份,18.76,217.5462,198.57299,正常交易,2019-04-11,2007-04-03,浙江省,CSRC农副食品加工业,Wind食品、饮料与烟草,A股,中小企业板,深圳证券交易所
002125.SZ,湘潭电化,10.45,36.1152,36.11520,正常交易,2019-04-11,2007-04-03,湖南省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002126.SZ,银轮股份,9.04,72.4178,69.27846,正常交易,2019-04-11,2007-04-18,浙江省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,中小企业板,深圳证券交易所
002127.SZ,南极电商,11.15,273.7180,208.67995,正常交易,2019-04-11,2007-04-18,江苏省,CSRC商务服务业,Wind零售业,A股,中小企业板,深圳证券交易所
002128.SZ,露天煤业,9.63,157.3906,157.39016,正常交易,2019-04-11,2007-04-18,内蒙古自治区,CSRC煤炭开采和洗选业,Wind能源Ⅱ,A股,中小企业板,深圳证券交易所
002129.SZ,中环股份,10.29,286.5926,272.09193,正常交易,2019-04-11,2007-04-20,天津,CSRC电气机械及器材制造业,Wind半导体与半导体生产设备,A股,中小企业板,深圳证券交易所
002130.SZ,沃尔核材,6.28,79.2441,59.41743,正常交易,2019-04-11,2007-04-20,广东省,CSRC计算机、通信和其他电子设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002131.SZ,利欧股份,2.21,147.0273,99.87648,正常交易,2019-04-11,2007-04-27,浙江省,CSRC互联网和相关服务,Wind媒体Ⅱ,A股,中小企业板,深圳证券交易所
002132.SZ,恒星科技,3.10,38.9515,38.87643,正常交易,2019-04-11,2007-04-27,河南省,CSRC金属制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002133.SZ,广宇集团,4.31,33.3656,27.36665,正常交易,2019-04-11,2007-04-27,浙江省,CSRC房地产业,Wind房地产Ⅱ,A股,中小企业板,深圳证券交易所
002134.SZ,天津普林,7.96,19.5696,19.56964,正常交易,2019-04-11,2007-05-16,天津,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002135.SZ,东南网架,6.63,68.5809,63.54928,正常交易,2019-04-11,2007-05-30,浙江省,CSRC土木工程建筑业,Wind资本货物,A股,中小企业板,深圳证券交易所
002136.SZ,安纳达,9.80,21.0720,20.97292,正常交易,2019-04-11,2007-05-30,安徽省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002137.SZ,麦达数字,7.97,46.1514,29.07808,正常交易,2019-04-11,2007-06-13,广东省,CSRC互联网和相关服务,Wind媒体Ⅱ,A股,中小企业板,深圳证券交易所
002138.SZ,顺络电子,18.37,149.1713,128.41812,正常交易,2019-04-11,2007-06-13,广东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002139.SZ,拓邦股份,6.10,62.1618,47.83346,正常交易,2019-04-11,2007-06-29,广东省,CSRC电气机械及器材制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002140.SZ,东华科技,8.70,38.8050,38.24247,正常交易,2019-04-11,2007-07-12,安徽省,CSRC土木工程建筑业,Wind资本货物,A股,中小企业板,深圳证券交易所
002141.SZ,贤丰控股,4.69,53.2154,29.85692,正常交易,2019-04-11,2007-07-20,广东省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002142.SZ,宁波银行,23.14,"1,205.2665","1,071.57810",正常交易,2019-04-11,2007-07-19,浙江省,CSRC货币金融服务,Wind银行,A股,中小企业板,深圳证券交易所
002143.SZ,ST印纪,3.34,59.1125,32.53574,正常交易,2019-04-11,2007-07-20,四川省,CSRC商务服务业,Wind媒体Ⅱ,A股,中小企业板,深圳证券交易所
002144.SZ,宏达高科,12.15,21.4766,17.07617,正常交易,2019-04-11,2007-08-03,浙江省,CSRC纺织业,Wind耐用消费品与服装,A股,中小企业板,深圳证券交易所
002145.SZ,中核钛白,5.10,81.1535,51.01024,正常交易,2019-04-11,2007-08-03,甘肃省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002146.SZ,荣盛发展,11.88,516.5619,462.33079,正常交易,2019-04-11,2007-08-08,河北省,CSRC房地产业,Wind房地产Ⅱ,A股,中小企业板,深圳证券交易所
002147.SZ,ST新光,3.31,60.5093,17.77427,正常交易,2019-04-11,2007-08-08,安徽省,CSRC房地产业,Wind房地产Ⅱ,A股,中小企业板,深圳证券交易所
002148.SZ,北纬科技,7.10,40.2578,31.52665,正常交易,2019-04-11,2007-08-10,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002149.SZ,西部材料,10.20,43.3923,43.38461,正常交易,2019-04-11,2007-08-10,陕西省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002150.SZ,通润装备,8.31,22.7897,22.78967,正常交易,2019-04-11,2007-08-10,江苏省,CSRC金属制品业,Wind资本货物,A股,中小企业板,深圳证券交易所
002151.SZ,北斗星通,26.17,134.2467,75.81241,正常交易,2019-04-11,2007-08-13,北京,CSRC计算机、通信和其他电子设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002152.SZ,广电运通,7.14,172.0022,170.88594,正常交易,2019-04-11,2007-08-13,广东省,CSRC通用设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002153.SZ,石基信息,31.39,334.8650,152.07075,正常交易,2019-04-11,2007-08-13,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002154.SZ,报喜鸟,4.06,49.4350,44.96121,正常交易,2019-04-11,2007-08-16,浙江省,CSRC纺织服装、服饰业,Wind耐用消费品与服装,A股,中小企业板,深圳证券交易所
002155.SZ,湖南黄金,8.63,103.7360,103.72636,正常交易,2019-04-11,2007-08-16,湖南省,CSRC有色金属矿采选业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002156.SZ,通富微电,10.01,115.4858,115.46578,正常交易,2019-04-11,2007-08-16,江苏省,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,中小企业板,深圳证券交易所
002157.SZ,正邦科技,18.50,438.6957,401.15435,正常交易,2019-04-11,2007-08-17,江西省,CSRC农副食品加工业,Wind食品、饮料与烟草,A股,中小企业板,深圳证券交易所
002158.SZ,汉钟精机,10.07,53.9015,53.28415,正常交易,2019-04-11,2007-08-17,上海,CSRC通用设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002159.SZ,三特索道,20.95,29.0507,29.02608,正常交易,2019-04-11,2007-08-17,湖北省,CSRC公共设施管理业,Wind消费者服务Ⅱ,A股,中小企业板,深圳证券交易所
002160.SZ,常铝股份,4.25,32.1554,25.58667,正常交易,2019-04-11,2007-08-21,江苏省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002161.SZ,远望谷,7.42,54.8900,51.83515,正常交易,2019-04-11,2007-08-21,广东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002162.SZ,悦心健康,4.42,37.7369,37.70357,正常交易,2019-04-11,2007-08-23,上海,CSRC非金属矿物制品业,Wind资本货物,A股,中小企业板,深圳证券交易所
002163.SZ,中航三鑫,6.99,56.1681,56.15878,正常交易,2019-04-11,2007-08-23,广东省,CSRC建筑装饰和其他建筑业,Wind资本货物,A股,中小企业板,深圳证券交易所
002164.SZ,宁波东力,3.92,27.4144,17.24578,正常交易,2019-04-11,2007-08-23,浙江省,CSRC商务服务业,Wind运输,A股,中小企业板,深圳证券交易所
002165.SZ,红宝丽,5.23,31.4876,27.58134,正常交易,2019-04-11,2007-09-13,江苏省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002166.SZ,莱茵生物,10.14,44.3403,35.89243,连续停牌超过3天,2019-04-11,2007-09-13,广西壮族自治区,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,中小企业板,深圳证券交易所
002167.SZ,东方锆业,7.58,47.0677,46.88999,正常交易,2019-04-11,2007-09-13,广东省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002168.SZ,惠程科技,10.80,87.9271,85.33021,正常交易,2019-04-11,2007-09-19,广东省,CSRC电气机械及器材制造业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002169.SZ,智光电气,5.73,45.1405,43.02480,正常交易,2019-04-11,2007-09-19,广东省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002170.SZ,芭田股份,4.61,40.8844,30.17846,正常交易,2019-04-11,2007-09-19,广东省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002171.SZ,楚江新材,6.73,80.5758,70.86897,正常交易,2019-04-11,2007-09-21,安徽省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002172.SZ,澳洋健康,5.58,43.3277,38.75043,正常交易,2019-04-11,2007-09-21,江苏省,CSRC化学纤维制造业,Wind医疗保健设备与服务,A股,中小企业板,深圳证券交易所
002173.SZ,创新医疗,9.18,41.7558,34.04931,正常交易,2019-04-11,2007-09-25,浙江省,CSRC卫生,Wind医疗保健设备与服务,A股,中小企业板,深圳证券交易所
002174.SZ,游族网络,22.77,202.3041,146.24298,正常交易,2019-04-11,2007-09-25,福建省,CSRC互联网和相关服务,Wind软件与服务,A股,中小企业板,深圳证券交易所
002175.SZ,东方网络,5.46,41.1563,32.72794,正常交易,2019-04-11,2007-10-12,广西壮族自治区,CSRC互联网和相关服务,Wind媒体Ⅱ,A股,中小企业板,深圳证券交易所
002176.SZ,江特电机,6.43,109.7167,94.41235,正常交易,2019-04-11,2007-10-12,江西省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002177.SZ,御银股份,6.69,50.9237,43.11835,正常交易,2019-04-11,2007-11-01,广东省,CSRC专用设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002178.SZ,延华智能,5.31,37.8153,37.70034,正常交易,2019-04-11,2007-11-01,上海,CSRC专业技术服务业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002179.SZ,中航光电,39.86,315.2690,312.91640,正常交易,2019-04-11,2007-11-01,河南省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002180.SZ,纳思达,28.69,305.0933,286.28978,正常交易,2019-04-11,2007-11-13,广东省,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,中小企业板,深圳证券交易所
002181.SZ,粤传媒,5.85,67.9219,66.36431,正常交易,2019-04-11,2007-11-16,广东省,CSRC商务服务业,Wind媒体Ⅱ,A股,中小企业板,深圳证券交易所
002182.SZ,云海金属,8.59,55.5277,45.05702,正常交易,2019-04-11,2007-11-13,江苏省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002183.SZ,怡亚通,6.30,133.7300,133.58420,正常交易,2019-04-11,2007-11-13,广东省,CSRC商务服务业,Wind运输,A股,中小企业板,深圳证券交易所
002184.SZ,海得控制,12.74,30.7550,17.30858,正常交易,2019-04-11,2007-11-16,上海,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002185.SZ,华天科技,5.52,117.6374,117.60023,正常交易,2019-04-11,2007-11-20,甘肃省,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,中小企业板,深圳证券交易所
002186.SZ,全聚德,13.34,41.1491,40.86428,正常交易,2019-04-11,2007-11-20,北京,CSRC餐饮业,Wind消费者服务Ⅱ,A股,中小企业板,深圳证券交易所
002187.SZ,广百股份,9.56,32.7356,32.73560,正常交易,2019-04-11,2007-11-22,广东省,CSRC零售业,Wind零售业,A股,中小企业板,深圳证券交易所
002188.SZ,*ST巴士,4.48,13.2441,9.87868,正常交易,2019-04-11,2007-11-22,浙江省,CSRC商务服务业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002189.SZ,利达光电,26.65,69.4512,52.41977,正常交易,2019-04-11,2007-12-03,河南省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002190.SZ,*ST集成,19.79,70.9925,68.31278,正常交易,2019-04-11,2007-12-03,四川省,CSRC专用设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002191.SZ,劲嘉股份,14.26,208.8905,181.42797,正常交易,2019-04-11,2007-12-05,广东省,CSRC印刷和记录媒介复制业,Wind商业和专业服务,A股,中小企业板,深圳证券交易所
002192.SZ,融捷股份,30.85,80.1036,73.11195,正常交易,2019-04-11,2007-12-05,广东省,CSRC计算机、通信和其他电子设备制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002193.SZ,如意集团,11.05,28.9196,25.46097,正常交易,2019-04-11,2007-12-07,山东省,CSRC纺织业,Wind耐用消费品与服装,A股,中小企业板,深圳证券交易所
002194.SZ,*ST凡谷,18.99,107.2308,78.11281,正常交易,2019-04-11,2007-12-07,湖北省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002195.SZ,二三四五,6.01,267.0222,260.18143,正常交易,2019-04-11,2007-12-12,上海,CSRC软件和信息技术服务业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002196.SZ,方正电机,6.71,31.7725,26.26697,正常交易,2019-04-11,2007-12-12,浙江省,CSRC专用设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002197.SZ,证通电子,9.06,46.6732,39.37189,正常交易,2019-04-11,2007-12-18,广东省,CSRC通用设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002198.SZ,嘉应制药,10.67,54.1513,49.65003,正常交易,2019-04-11,2007-12-18,广东省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,中小企业板,深圳证券交易所
002199.SZ,东晶电子,14.10,34.3254,31.88523,正常交易,2019-04-11,2007-12-21,浙江省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002200.SZ,云投生态,7.92,14.5833,10.42415,正常交易,2019-04-11,2007-12-21,云南省,CSRC林业,Wind资本货物,A股,中小企业板,深圳证券交易所
002201.SZ,九鼎新材,8.20,27.2623,18.80823,正常交易,2019-04-11,2007-12-26,江苏省,CSRC非金属矿物制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002202.SZ,金风科技,13.01,513.7283,442.33754,正常交易,2019-04-11,2007-12-26,新疆维吾尔自治区,CSRC通用设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002203.SZ,海亮股份,9.22,179.9843,150.63987,正常交易,2019-04-11,2008-01-16,浙江省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002204.SZ,大连重工,4.31,83.2420,83.24205,正常交易,2019-04-11,2008-01-16,辽宁省,CSRC专用设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002205.SZ,国统股份,18.76,21.7901,21.79012,正常交易,2019-04-11,2008-01-23,新疆维吾尔自治区,CSRC非金属矿物制品业,Wind资本货物,A股,中小企业板,深圳证券交易所
002206.SZ,海利得,4.98,60.9068,45.30227,正常交易,2019-04-11,2008-01-23,浙江省,CSRC化学纤维制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002207.SZ,ST准油,7.14,17.0773,16.95193,正常交易,2019-04-11,2008-01-28,新疆维吾尔自治区,CSRC开采辅助活动,Wind能源Ⅱ,A股,中小企业板,深圳证券交易所
002208.SZ,合肥城建,13.89,44.4619,44.34698,正常交易,2019-04-11,2008-01-28,安徽省,CSRC房地产业,Wind房地产Ⅱ,A股,中小企业板,深圳证券交易所
002209.SZ,达意隆,8.26,16.1272,12.69950,正常交易,2019-04-11,2008-01-30,广东省,CSRC专用设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002210.SZ,飞马国际,5.57,92.0654,90.79316,正常交易,2019-04-11,2008-01-30,广东省,CSRC商务服务业,Wind运输,A股,中小企业板,深圳证券交易所
002211.SZ,宏达新材,6.32,27.3325,27.33247,正常交易,2019-04-11,2008-02-01,江苏省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002212.SZ,南洋股份,16.07,186.1683,122.71996,正常交易,2019-04-11,2008-02-01,广东省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002213.SZ,特尔佳,10.56,21.7536,20.79372,正常交易,2019-04-11,2008-02-01,广东省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,中小企业板,深圳证券交易所
