代码,名称,"最新收盘价(元,CNY)","总市值(亿元,CNY)","流通市值(亿元,CNY)",交易状态,最新收盘价日期,上市日期,省份,证监会行业,Wind行业,证券类型,上市板,上市交易所
002214.SZ,大立科技,8.40,38.5280,30.01500,正常交易,2019-04-11,2008-02-18,浙江省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002215.SZ,诺普信,7.03,64.2596,50.98364,正常交易,2019-04-11,2008-02-18,广东省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002216.SZ,三全食品,8.10,65.5828,46.39437,正常交易,2019-04-11,2008-02-20,河南省,CSRC食品制造业,Wind食品、饮料与烟草,A股,中小企业板,深圳证券交易所
002217.SZ,合力泰,6.49,202.2554,166.22968,正常交易,2019-04-11,2008-02-20,山东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002218.SZ,拓日新能,3.79,46.8574,46.07569,正常交易,2019-04-11,2008-02-28,广东省,CSRC电气机械及器材制造业,Wind半导体与半导体生产设备,A股,中小企业板,深圳证券交易所
002219.SZ,恒康医疗,3.89,72.5577,72.55678,正常交易,2019-04-11,2008-03-06,甘肃省,CSRC医药制造业,Wind医疗保健设备与服务,A股,中小企业板,深圳证券交易所
002220.SZ,天宝食品,3.29,25.2172,21.75113,正常交易,2019-04-11,2008-02-28,辽宁省,CSRC农副食品加工业,Wind食品、饮料与烟草,A股,中小企业板,深圳证券交易所
002221.SZ,东华能源,11.65,192.1997,176.91977,正常交易,2019-04-11,2008-03-06,江苏省,CSRC批发业,Wind能源Ⅱ,A股,中小企业板,深圳证券交易所
002222.SZ,福晶科技,12.76,54.5490,53.96523,正常交易,2019-04-11,2008-03-19,福建省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002223.SZ,鱼跃医疗,24.86,249.2158,212.57943,正常交易,2019-04-11,2008-04-18,江苏省,CSRC专用设备制造业,Wind医疗保健设备与服务,A股,中小企业板,深圳证券交易所
002224.SZ,三力士,6.79,46.4386,33.74805,正常交易,2019-04-11,2008-04-25,浙江省,CSRC橡胶和塑料制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002225.SZ,濮耐股份,5.51,48.9389,37.61678,正常交易,2019-04-11,2008-04-25,河南省,CSRC非金属矿物制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002226.SZ,江南化工,6.63,82.8075,63.53485,正常交易,2019-04-11,2008-05-06,安徽省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002227.SZ,奥特迅,15.77,34.7882,34.67862,正常交易,2019-04-11,2008-05-06,广东省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002228.SZ,合兴包装,5.96,69.7032,69.46039,正常交易,2019-04-11,2008-05-08,福建省,CSRC造纸及纸制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002229.SZ,鸿博股份,9.04,45.1776,37.21785,正常交易,2019-04-11,2008-05-08,福建省,CSRC印刷和记录媒介复制业,Wind商业和专业服务,A股,中小企业板,深圳证券交易所
002230.SZ,科大讯飞,35.01,732.5949,637.97841,正常交易,2019-04-11,2008-05-12,安徽省,CSRC软件和信息技术服务业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002231.SZ,奥维通信,7.70,27.4736,23.55270,正常交易,2019-04-11,2008-05-12,辽宁省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002232.SZ,启明信息,10.54,43.0610,42.55129,正常交易,2019-04-11,2008-05-09,吉林省,CSRC软件和信息技术服务业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002233.SZ,塔牌集团,12.80,152.6112,148.74236,正常交易,2019-04-11,2008-05-16,广东省,CSRC非金属矿物制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002234.SZ,民和股份,29.42,88.8621,56.23758,正常交易,2019-04-11,2008-05-16,山东省,CSRC畜牧业,Wind食品、饮料与烟草,A股,中小企业板,深圳证券交易所
002235.SZ,安妮股份,11.25,67.6436,56.28663,正常交易,2019-04-11,2008-05-16,福建省,CSRC互联网和相关服务,Wind软件与服务,A股,中小企业板,深圳证券交易所
002236.SZ,大华股份,16.08,482.0105,294.95691,正常交易,2019-04-11,2008-05-20,浙江省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002237.SZ,恒邦股份,11.20,101.9648,95.38760,正常交易,2019-04-11,2008-05-20,山东省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002238.SZ,天威视讯,9.54,58.8955,58.89550,正常交易,2019-04-11,2008-05-26,广东省,CSRC电信、广播电视和卫星传输服务,Wind媒体Ⅱ,A股,中小企业板,深圳证券交易所
002239.SZ,奥特佳,2.74,85.7992,82.90539,正常交易,2019-04-11,2008-05-22,江苏省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,中小企业板,深圳证券交易所
002240.SZ,威华股份,9.57,51.2324,46.95553,正常交易,2019-04-11,2008-05-23,广东省,CSRC木材加工及木、竹、藤、棕、草制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002241.SZ,歌尔股份,9.82,318.6692,271.59685,正常交易,2019-04-11,2008-05-22,山东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002242.SZ,九阳股份,24.20,185.7377,184.39397,正常交易,2019-04-11,2008-05-28,山东省,CSRC电气机械及器材制造业,Wind耐用消费品与服装,A股,中小企业板,深圳证券交易所
002243.SZ,通产丽星,19.68,71.8220,71.82195,正常交易,2019-04-11,2008-05-28,广东省,CSRC橡胶和塑料制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002244.SZ,滨江集团,5.58,173.6186,150.82204,正常交易,2019-04-11,2008-05-29,浙江省,CSRC房地产业,Wind房地产Ⅱ,A股,中小企业板,深圳证券交易所
002245.SZ,澳洋顺昌,5.64,55.3460,51.57244,正常交易,2019-04-11,2008-06-05,江苏省,CSRC装卸搬运及其他运输代理,Wind运输,A股,中小企业板,深圳证券交易所
002246.SZ,北化股份,9.70,53.2564,43.63997,正常交易,2019-04-11,2008-06-05,四川省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002247.SZ,聚力文化,5.08,43.2242,27.64554,正常交易,2019-04-11,2008-06-12,浙江省,CSRC互联网和相关服务,Wind软件与服务,A股,中小企业板,深圳证券交易所
002248.SZ,华东数控,10.06,30.9341,29.84023,正常交易,2019-04-11,2008-06-12,山东省,CSRC通用设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002249.SZ,大洋电机,5.66,134.1664,129.81890,正常交易,2019-04-11,2008-06-19,广东省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002250.SZ,联化科技,9.52,88.0589,84.77341,正常交易,2019-04-11,2008-06-19,浙江省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002251.SZ,步步高,9.92,85.6993,79.69308,正常交易,2019-04-11,2008-06-19,湖南省,CSRC零售业,Wind食品与主要用品零售Ⅱ,A股,中小企业板,深圳证券交易所
002252.SZ,上海莱士,9.90,492.4876,492.28632,正常交易,2019-04-11,2008-06-23,上海,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,中小企业板,深圳证券交易所
002253.SZ,川大智胜,16.68,37.6344,34.48959,正常交易,2019-04-11,2008-06-23,四川省,CSRC软件和信息技术服务业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002254.SZ,泰和新材,12.27,74.9493,74.92966,正常交易,2019-04-11,2008-06-25,山东省,CSRC化学纤维制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002255.SZ,海陆重工,5.06,42.6189,27.18816,正常交易,2019-04-11,2008-06-25,江苏省,CSRC通用设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002256.SZ,兆新股份,4.53,85.2733,56.48998,正常交易,2019-04-11,2008-06-25,广东省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002258.SZ,利尔化学,17.19,90.1397,89.89373,正常交易,2019-04-11,2008-07-08,四川省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002259.SZ,ST升达,2.68,20.1624,19.39451,正常交易,2019-04-11,2008-07-16,四川省,CSRC燃气生产和供应业,Wind公用事业Ⅱ,A股,中小企业板,深圳证券交易所
002260.SZ,*ST德奥,3.34,8.8577,8.85768,正常交易,2019-04-11,2008-07-16,广东省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002261.SZ,拓维信息,5.90,64.9452,53.65387,正常交易,2019-04-11,2008-07-23,湖南省,CSRC软件和信息技术服务业,Wind消费者服务Ⅱ,A股,中小企业板,深圳证券交易所
002262.SZ,恩华药业,13.14,134.0301,116.18060,正常交易,2019-04-11,2008-07-23,江苏省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,中小企业板,深圳证券交易所
002263.SZ,*ST东南,2.38,44.7050,44.70497,正常交易,2019-04-11,2008-07-28,浙江省,CSRC橡胶和塑料制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002264.SZ,新华都,6.81,47.1282,46.26768,正常交易,2019-04-11,2008-07-31,福建省,CSRC零售业,Wind食品与主要用品零售Ⅱ,A股,中小企业板,深圳证券交易所
002265.SZ,西仪股份,14.08,44.8541,42.81096,正常交易,2019-04-11,2008-08-06,云南省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,中小企业板,深圳证券交易所
002266.SZ,浙富控股,5.22,103.2892,84.48028,正常交易,2019-04-11,2008-08-06,浙江省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002267.SZ,陕天然气,8.48,94.3040,94.30400,正常交易,2019-04-11,2008-08-13,陕西省,CSRC燃气生产和供应业,Wind能源Ⅱ,A股,中小企业板,深圳证券交易所
002268.SZ,卫士通,31.73,266.0040,256.98193,正常交易,2019-04-11,2008-08-11,四川省,CSRC软件和信息技术服务业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002269.SZ,美邦服饰,3.27,82.1588,82.15875,正常交易,2019-04-11,2008-08-28,上海,CSRC纺织服装、服饰业,Wind耐用消费品与服装,A股,中小企业板,深圳证券交易所
002270.SZ,华明装备,5.95,45.1747,43.96612,正常交易,2019-04-11,2008-09-05,山东省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002271.SZ,东方雨虹,21.59,322.1408,214.96140,正常交易,2019-04-11,2008-09-10,北京,CSRC非金属矿物制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002272.SZ,川润股份,5.69,24.4898,18.24467,正常交易,2019-04-11,2008-09-19,四川省,CSRC通用设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002273.SZ,水晶光电,13.65,117.7761,110.83265,正常交易,2019-04-11,2008-09-19,浙江省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002274.SZ,华昌化工,12.76,81.0145,79.79246,正常交易,2019-04-11,2008-09-25,江苏省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002275.SZ,桂林三金,15.03,88.7071,80.16869,正常交易,2019-04-11,2009-07-10,广西壮族自治区,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,中小企业板,深圳证券交易所
002276.SZ,万马股份,7.18,74.3481,74.24343,正常交易,2019-04-11,2009-07-10,浙江省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002277.SZ,友阿股份,4.23,58.9735,58.97351,正常交易,2019-04-11,2009-07-17,湖南省,CSRC零售业,Wind零售业,A股,中小企业板,深圳证券交易所
002278.SZ,神开股份,8.23,29.9498,28.30922,正常交易,2019-04-11,2009-08-11,上海,CSRC专用设备制造业,Wind能源Ⅱ,A股,中小企业板,深圳证券交易所
002279.SZ,久其软件,9.13,64.9356,54.88666,正常交易,2019-04-11,2009-08-11,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002280.SZ,联络互动,4.95,107.7689,84.73765,正常交易,2019-04-11,2009-08-21,浙江省,CSRC软件和信息技术服务业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002281.SZ,光迅科技,30.54,198.0149,191.96276,正常交易,2019-04-11,2009-08-21,湖北省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002282.SZ,博深工具,10.86,47.5384,24.48825,正常交易,2019-04-11,2009-08-21,河北省,CSRC通用设备制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002283.SZ,天润曲轴,4.57,51.5292,46.78329,正常交易,2019-04-11,2009-08-21,山东省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,中小企业板,深圳证券交易所
002284.SZ,亚太股份,6.75,49.7874,46.30546,正常交易,2019-04-11,2009-08-28,浙江省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,中小企业板,深圳证券交易所
002285.SZ,世联行,6.19,126.4599,124.41991,正常交易,2019-04-11,2009-08-28,广东省,CSRC房地产业,Wind房地产Ⅱ,A股,中小企业板,深圳证券交易所
002286.SZ,保龄宝,7.61,28.1004,25.00920,正常交易,2019-04-11,2009-08-28,山东省,CSRC农副食品加工业,Wind食品、饮料与烟草,A股,中小企业板,深圳证券交易所
002287.SZ,奇正藏药,30.92,125.5352,125.53520,正常交易,2019-04-11,2009-08-28,西藏自治区,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,中小企业板,深圳证券交易所
002288.SZ,超华科技,5.41,50.4019,43.29859,正常交易,2019-04-11,2009-09-03,广东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002289.SZ,宇顺电子,8.08,22.6445,20.95429,正常交易,2019-04-11,2009-09-03,广东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002290.SZ,中科新材,9.18,22.2810,19.30730,正常交易,2019-04-11,2009-09-03,江苏省,CSRC电气机械及器材制造业,Wind耐用消费品与服装,A股,中小企业板,深圳证券交易所
002291.SZ,星期六,6.18,24.6534,24.51739,正常交易,2019-04-11,2009-09-03,广东省,CSRC纺织服装、服饰业,Wind耐用消费品与服装,A股,中小企业板,深圳证券交易所
002292.SZ,奥飞娱乐,7.85,106.5370,63.85607,正常交易,2019-04-11,2009-09-10,广东省,CSRC文教、工美、体育和娱乐用品制造业,Wind耐用消费品与服装,A股,中小企业板,深圳证券交易所
002293.SZ,罗莱生活,11.98,90.3782,83.89706,正常交易,2019-04-11,2009-09-10,江苏省,CSRC纺织业,Wind耐用消费品与服装,A股,中小企业板,深圳证券交易所
002294.SZ,信立泰,27.91,291.9431,291.90212,正常交易,2019-04-11,2009-09-10,广东省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,中小企业板,深圳证券交易所
002295.SZ,精艺股份,9.49,23.7835,23.74801,正常交易,2019-04-11,2009-09-29,广东省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002296.SZ,辉煌科技,7.18,27.0439,23.24252,正常交易,2019-04-11,2009-09-29,河南省,CSRC计算机、通信和其他电子设备制造业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002297.SZ,博云新材,7.99,37.6581,31.76800,正常交易,2019-04-11,2009-09-29,湖南省,CSRC非金属矿物制品业,Wind资本货物,A股,中小企业板,深圳证券交易所
002298.SZ,中电兴发,7.95,54.9747,41.22330,正常交易,2019-04-11,2009-09-29,安徽省,CSRC软件和信息技术服务业,Wind软件与服务,A股,中小企业板,深圳证券交易所
002299.SZ,圣农发展,26.38,326.9750,293.05542,正常交易,2019-04-11,2009-10-21,福建省,CSRC畜牧业,Wind食品、饮料与烟草,A股,中小企业板,深圳证券交易所
002300.SZ,太阳电缆,9.07,49.2229,49.21911,正常交易,2019-04-11,2009-10-21,福建省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
002301.SZ,齐心集团,11.33,72.7161,72.56867,正常交易,2019-04-11,2009-10-21,广东省,CSRC文教、工美、体育和娱乐用品制造业,Wind商业和专业服务,A股,中小企业板,深圳证券交易所
002302.SZ,西部建设,15.13,190.9942,187.46960,正常交易,2019-04-11,2009-11-03,新疆维吾尔自治区,CSRC非金属矿物制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002303.SZ,美盈森,6.02,92.1857,92.15165,正常交易,2019-04-11,2009-11-03,广东省,CSRC造纸及纸制品业,Wind材料Ⅱ,A股,中小企业板,深圳证券交易所
002304.SZ,洋河股份,119.98,"1,808.0842","1,492.61337",正常交易,2019-04-11,2009-11-06,江苏省,CSRC酒、饮料和精制茶制造业,Wind食品、饮料与烟草,A股,中小企业板,深圳证券交易所
002305.SZ,南国置业,3.74,64.8597,60.71151,正常交易,2019-04-11,2009-11-06,湖北省,CSRC房地产业,Wind房地产Ⅱ,A股,中小企业板,深圳证券交易所
002306.SZ,*ST云网,4.24,33.9200,33.63289,正常交易,2019-04-11,2009-11-11,北京,CSRC餐饮业,Wind消费者服务Ⅱ,A股,中小企业板,深圳证券交易所
002307.SZ,北新路桥,8.83,79.3116,78.73807,正常交易,2019-04-11,2009-11-11,新疆维吾尔自治区,CSRC土木工程建筑业,Wind资本货物,A股,中小企业板,深圳证券交易所
002308.SZ,威创股份,6.12,55.7138,55.18919,正常交易,2019-04-11,2009-11-27,广东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,中小企业板,深圳证券交易所
002309.SZ,中利集团,9.50,82.8198,66.68045,正常交易,2019-04-11,2009-11-27,江苏省,CSRC电气机械及器材制造业,Wind资本货物,A股,中小企业板,深圳证券交易所
